ImageID,ReviewStatus
0fb7f1a6866f3e83,accepted_negative
71c3eb3687efa946,accepted_negative
beaf5b37960ef765,reject_plate_visible
05d4a1a8d2d10d3d,accepted_negative
788841be9ea0933b,accepted_negative
7607c938b6d5f873,accepted_negative
af017d63cee2db7d,reject_plate_visible
2ec8092ecbdd5e5e,reject_other
019e5df10a052b49,reject_other
8bf07f53c0d58f99,reject_plate_visible
4f733c0b8006c6cc,accepted_negative
ce8836de53d6b11e,accepted_negative
1e853a0cd9b4f321,reject_other
9a54fedf74dbf0d0,accepted_negative
37be73f83c029f49,accepted_negative
8c430d2eb65bd58c,reject_plate_visible
976093cd8c1d21fb,reject_other
8abfdd78dbe1d575,reject_plate_visible
0f78c692f5d67965,reject_plate_visible
eebf7f7bcb23447f,accepted_negative
503fa8a862275e8e,reject_plate_visible
b255cbf633189db4,accepted_negative
f59f624620f099df,reject_other
44cee71a77765756,accepted_negative
e39c966fed9f14ac,reject_other
0ec2376f42667511,reject_plate_visible
ab29ef1cf0be07e2,reject_plate_visible
5206ff75a1e480b0,accepted_negative
5b7dd4a2f5cf061b,accepted_negative
75bb48b37326f260,accepted_negative
0aa3a6c33fca122b,reject_other
3cf98ac0a6f4ebbe,accepted_negative
84715b0aebdd3286,reject_other
5bad234ab5b7c51f,reject_other
fab5d47b3dac5175,accepted_negative
1cd04797f44a04a1,accepted_negative
d7deef955e16cc20,reject_plate_visible
98d5640bd8b7ac4c,accepted_negative
c69f2321e250dded,accepted_negative
97293a439963c5f2,reject_plate_visible
7f27492e450462f2,accepted_negative
643996d130d3f85a,accepted_negative
a30d03e30dca89ea,reject_plate_visible
0cd3f9eba856a179,accepted_negative
2817040c18931d8c,reject_plate_visible
a0c3db2ebd0c7e15,accepted_negative
5a744fff7ae49c3d,reject_plate_visible
3caf3595f1850d96,reject_other
96e4b779894a7bee,reject_plate_visible
ce261f0246b3f0e6,reject_other
f70c970567d702a9,accepted_negative
fe00cdea194cad52,accepted_negative
4eba7c4cf06ce3b2,reject_other
f8abba74ae677e3a,reject_other
8a1d6c3cb3c0130c,reject_plate_visible
c7c8a1ed903d13cb,reject_other
755984fd914761e9,reject_other
09a2b6b7a21899b1,accepted_negative
7888e4b9082b596b,accepted_negative
359cf178d5d71e1e,accepted_negative
f9534bbc2efde04d,reject_other
f0288618004607e8,reject_other
a0766aebae64a7bf,accepted_negative
1945f91b6f5311ed,reject_plate_visible
55b7a4a581331b4b,accepted_negative
bb385a8b7ae24398,accepted_negative
6459868e3854cb92,reject_other
250cff95028e4b23,reject_plate_visible
eebecaf5f2eca0c3,reject_other
472433c727aa4d93,reject_plate_visible
ac9dbbe1e4b0607c,accepted_negative
177e8e1e8e2cd5c4,reject_other
4869620129420c76,accepted_negative
b5cd371d7747c0d0,accepted_negative
4f45af2129579818,accepted_negative
77868697d138c1af,accepted_negative
2e969144f13eb1dc,accepted_negative
9d73a254d53ebda2,accepted_negative
52459c8e4e4d7aad,accepted_negative
ccc6cc13dd83bfe7,accepted_negative
af56abadc4f15ca4,reject_other
4125df3dbe46a6af,accepted_negative
22fd9ab7000f6780,reject_other
f172a83198d21d73,accepted_negative
d1c1d5c42403eee1,reject_other
be9c298bcc3923b7,reject_other
5bc825b3cfc52f8a,reject_plate_visible
ea9d9f6485e7c31f,reject_other
ad9a8dc4642fc95f,accepted_negative
25f289ec775caf9d,reject_plate_visible
ae62276f3c75b0a0,accepted_negative
38f6f8f03b093511,accepted_negative
47c21790ded1de42,reject_other
e177808aa94ba89f,reject_other
679c30c5dee188a3,accepted_negative
51275bdec3a7d1b9,reject_other
0c469aef6949c225,reject_plate_visible
1858c0edbff1ae49,accepted_negative
5e5f88b7f8549dd3,reject_plate_visible
2c443bcc71c4fa61,reject_other
c4dcd7e82d51e846,reject_plate_visible
9de20de969b810b2,accepted_negative
183f7b1b158cf302,reject_other
4e24222b68123ef3,reject_other
3faa503009c70368,unsure
0957f5ff3cb3a2bb,accepted_negative
1c98c3430fcb248f,accepted_negative
681de8607456adeb,reject_other
875a8143a53f6e9d,reject_other
bea1f735697cd5f8,accepted_negative
c0b75366019b4c7d,reject_plate_visible
cb6803302419d988,reject_other
e865fb50fafbb374,reject_plate_visible
aa4e9018a6d5c301,reject_other
35edb10155ba1b02,accepted_negative
3d88ecd11a613b8f,reject_plate_visible
5ceb46bd2be911c3,accepted_negative
dae81f70ddcef155,accepted_negative
5b38e334a4fc5a1e,reject_other
65ebdb225140d906,reject_other
d45f95ea65561467,reject_plate_visible
aeb065a113586816,reject_plate_visible
2f1a4aafc16f23d3,accepted_negative
7d709e8151fe48bf,reject_other
3aacc9df5fe80ec4,accepted_negative
5f35130b3d0e988a,reject_other
cd207063b0f880a0,reject_plate_visible
4d0fde9d33482a12,reject_plate_visible
3bedf03ab39cfe33,reject_other
55d000ec281c48dd,reject_other
658b8e771c498e46,reject_plate_visible
17f5e5ba008b570e,reject_other
9ebaf21ed8d77e95,reject_other
920aaeaa09e25d0c,accepted_negative
e07448d88ae26bfc,reject_plate_visible
2bde6d2981a7988c,reject_plate_visible
2171c3ebc8b784b2,reject_other
16cbb5698a976f3d,reject_other
705a8e75305e0ba2,reject_other
b26ed3fdc5e763a1,reject_plate_visible
9f9e8c3480662075,reject_other
845336059e2c106e,accepted_negative
83e48c35b3f13432,reject_other
1b3247da6dd5d578,reject_plate_visible
ce4d42824e6075f6,reject_plate_visible
5441af56573126fc,reject_other
796cd93ac50fee9d,reject_other
37e8cd93daea6634,reject_plate_visible
5e0a138b32ed3dbf,reject_plate_visible
27f40ebf9ec0528e,accepted_negative
946ae6cd596aa4b1,reject_other
c1a057a687712874,accepted_negative
ff34bd4af5e3f7c4,reject_plate_visible
fddc1225cb4a5299,reject_plate_visible
4688e6220a92562a,accepted_negative
5b54678ebd8b8af3,accepted_negative
9bd789e3ec78cd1d,accepted_negative
2b6443f89c0eae1d,accepted_negative
597989455edf71ce,accepted_negative
6325cc0d75ab233e,reject_plate_visible
e88a419799e0b7cd,reject_other
7a9246a73f8a19d0,reject_other
1920bcb71692fd81,accepted_negative
dcb2cba30def55f3,reject_other
94a0efb2383b5178,reject_plate_visible
06bc010875dc40cb,reject_other
df7e7f36e14a72a1,reject_other
4190e6f4de2db0c1,reject_other
2d8c7bb8263c19a7,accepted_negative
eb397d48055afa40,reject_other
1ee1713f61020a40,reject_other
1eb20e24e9ee123e,reject_plate_visible
8208cc17c2fc577c,reject_other
edc3162d7db96db5,reject_other
7b010d3df34d9dc6,accepted_negative
0509a89bb7c0810c,reject_other
cf0ce8fb5da5c0f4,reject_other
0b5cde64f4b0b523,reject_other
57ea92b50b73dc3c,accepted_negative
43d0a572b0768443,reject_other
d7f48eef89b429ff,reject_other
2876b84d5fb4a970,reject_plate_visible
b0b49e0e127c68d9,reject_other
060549b24a2a7b8a,accepted_negative
ebedb90406b7980f,reject_plate_visible
f185f8f2d67d0067,reject_other
a202156cdcee0cb1,reject_other
d32dd202ccf68892,accepted_negative
8e530ad68fd86cfe,accepted_negative
4fc8246e1ffddf77,accepted_negative
bcbd2731a5dde611,reject_other
9abeed7d14b78323,accepted_negative
efca145fc7ca78a2,reject_other
788fb80ae1a258b8,reject_plate_visible
5fc1b05213e13e19,accepted_negative
0160b5826ab10020,reject_plate_visible
bfc788cdd15200ab,accepted_negative
8e099de76ce924d4,reject_other
8d1e53413cd9c13f,accepted_negative
c8af642dc48b0a3a,reject_other
1f423f368aebf7f3,reject_other
5eeaf1668488ef60,reject_other
6e012cc0602d3dc1,reject_other
25f6c6dcf46bcb29,accepted_negative
37c731440745f2cd,reject_plate_visible
c61ed68497448907,reject_plate_visible
5a4201c24cd6374b,reject_other
169795b5dffa3dc6,reject_other
1d1f0931facb930f,reject_plate_visible
32f8b86702777556,reject_other
be61e39e9ddd4f79,accepted_negative
627ae5929f890dd9,accepted_negative
309704c6cd16403f,reject_other
5a2de1bf50451113,reject_other
b2de781b233e90e3,reject_other
9878450def2fa01f,reject_plate_visible
a51fc84ad9e6f883,reject_other
