ImageID,ReviewStatus
b2d323f23f9490bd,reject_plate_visible
b3ca82ba52c64268,accepted_negative
ae8b3c60995d9492,reject_plate_visible
661a10686c2151f3,reject_plate_visible
fca4cd2009062d62,accepted_negative
18b98c98a23f9933,reject_plate_visible
d94a6b2ca406b901,accepted_negative
213be9690d212bb5,reject_plate_visible
7e053c66ad3bd97f,accepted_negative
508f014e0f11cb8c,accepted_negative
5a0bf4939c13a660,reject_plate_visible
de0a45e7ddd58155,reject_other
d7f53caf2912bc62,accepted_negative
479c52760b0e6b6e,reject_plate_visible
644395d01b541528,accepted_negative
96b9ed5a3a9ba21e,accepted_negative
7f8d11bb86923315,reject_plate_visible
a54eabadd45ef320,reject_plate_visible
9e98e64ded3c0518,reject_plate_visible
ff2befe59da64066,accepted_negative
f4db8f9348f2347d,reject_plate_visible
f135d16c281fe649,accepted_negative
0ec0403ce2dee348,accepted_negative
da5523ace6ba9635,accepted_negative
6feb315c15e4fe18,reject_plate_visible
d37dbfff20c852f0,reject_plate_visible
2d507caf3f119de6,accepted_negative
7f41370fa8018909,reject_plate_visible
85089b167f044962,reject_plate_visible
5c850250240af7f2,reject_plate_visible
de85e455d6f28d16,accepted_negative
ca8de4484aa70be5,reject_other
e62ca87d5d4ddcdb,accepted_negative
0bf08316ef70dfc5,accepted_negative
7324ebe4a27bd568,accepted_negative
dfa08879f9bec004,accepted_negative
2445ed3d5e56bf8a,reject_plate_visible
a0ef8f5283977eff,accepted_negative
0a6b075d5d70c26d,reject_plate_visible
59e1c06cbcefef44,reject_plate_visible
56d10dfb9e8c7cf8,reject_plate_visible
4e0f5b3d34c641ec,accepted_negative
a54b6a2b530d74eb,accepted_negative
be1bd6b564cc1c8e,accepted_negative
fcef40df7c8add2c,reject_plate_visible
64285e96f2931de6,accepted_negative
0c127cd585c05f7e,accepted_negative
c397a98a3de916d2,reject_plate_visible
257f8f7aeec7cbfa,reject_plate_visible
224760643e35a74f,reject_plate_visible
6552ef9b91968350,reject_plate_visible
d72f43a0e85d80f7,accepted_negative
a8180105bb1e2020,accepted_negative
84d348134c94d6b7,reject_plate_visible
d32f08bb9c63163d,accepted_negative
e9d3269637877496,reject_plate_visible
806280b1985dd9c5,accepted_negative
9b3e0a2e56a3b19e,accepted_negative
fcfb16d73c3cd384,accepted_negative
6f199438a49f90eb,accepted_negative
511cf87eaafffa24,accepted_negative
87ceb593ffc689fb,reject_plate_visible
51ffe3b0778a0ac5,reject_plate_visible
08a3f4151684cb4e,accepted_negative
c23acadbf979a7a2,reject_plate_visible
643c778d7beab7f9,reject_plate_visible
44aa11da733dd16e,accepted_negative
39cdfaa7fb57e49a,accepted_negative
516d1bb0731f3faf,reject_plate_visible
89384080e01eb253,accepted_negative
2aa961294076c8d7,reject_plate_visible
db282a6860959cab,accepted_negative
6e49311e863f7b3e,reject_plate_visible
70414ba0fbd34cdc,accepted_negative
d9e52ef08bca660c,reject_plate_visible
a14be125f1549d65,unsure
5e052658e6c5e7ba,unsure
05f71f870920c816,accepted_negative
5b9d87b7ad275b90,accepted_negative
3ff4b82c5c7bb153,reject_plate_visible
93db63bb2dd881db,accepted_negative
72a824c7a8c6c6e8,reject_plate_visible
fc7ccb6fcbd536cf,reject_plate_visible
29f17b8dddeaa5d6,reject_plate_visible
cf671fe10a5ed11b,reject_other
cf0537d98da9880b,accepted_negative
88ebdbaf5f8b0f0b,reject_plate_visible
637bd7e807a742a8,reject_plate_visible
2b77cdf255ebf537,accepted_negative
2c97907927f9c9ff,accepted_negative
b4d2d88123d2adca,reject_plate_visible
f60488311a6c94ef,reject_plate_visible
2c483e245adbf947,reject_other
cfe5a534cffa7c7f,reject_plate_visible
77bbdd2308cb2cad,accepted_negative
f65ea2056e43e409,reject_plate_visible
15dd1c536ecc009f,reject_plate_visible
02bc1d7afa790ea8,reject_plate_visible
bc491e40ea8db597,accepted_negative
da35b355d614206c,reject_plate_visible
0402e1bb287fab7f,reject_plate_visible
ea8c16e99398a2ed,accepted_negative
4d0894c4bdb35cff,reject_plate_visible
d71a9e82a6cb405e,accepted_negative
